professor_id,professor_name,min_load,max_load,department,seniority,research_tags,priority_mode
P191,Stress Lecturer Pool 137,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P192,Stress Lecturer Pool 138,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P193,Stress Lecturer Pool 139,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P194,Stress Lecturer Pool 140,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P195,Stress Lecturer Pool 141,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P196,Stress Lecturer Pool 142,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P197,Stress Lecturer Pool 143,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P198,Stress Lecturer Pool 144,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P199,Stress Lecturer Pool 145,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P200,Stress Lecturer Pool 146,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P201,Stress Lecturer Pool 147,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P202,Stress Lecturer Pool 148,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P203,Stress Lecturer Pool 149,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P204,Stress Lecturer Pool 150,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P205,Stress Lecturer Pool 151,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P206,Stress Lecturer Pool 152,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P207,Stress Lecturer Pool 153,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P208,Stress Lecturer Pool 154,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P209,Stress Lecturer Pool 155,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P210,Stress Lecturer Pool 156,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P211,Stress Lecturer Pool 157,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P212,Stress Lecturer Pool 158,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P213,Stress Lecturer Pool 159,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P214,Stress Lecturer Pool 160,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P215,Stress Lecturer Pool 161,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P216,Stress Lecturer Pool 162,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P217,Stress Lecturer Pool 163,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P218,Stress Lecturer Pool 164,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P219,Stress Lecturer Pool 165,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P220,Stress Lecturer Pool 166,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P221,Stress Lecturer Pool 167,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P222,Stress Lecturer Pool 168,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P223,Stress Lecturer Pool 169,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P224,Stress Lecturer Pool 170,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P225,Stress Lecturer Pool 171,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P226,Stress Lecturer Pool 172,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P227,Stress Lecturer Pool 173,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P228,Stress Lecturer Pool 174,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P229,Stress Lecturer Pool 175,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P230,Stress Lecturer Pool 176,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P231,Stress Lecturer Pool 177,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P232,Stress Lecturer Pool 178,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P233,Stress Lecturer Pool 179,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P234,Stress Lecturer Pool 180,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P235,Stress Lecturer Pool 181,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P236,Stress Lecturer Pool 182,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P237,Stress Lecturer Pool 183,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P238,Stress Lecturer Pool 184,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P239,Stress Lecturer Pool 185,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P240,Stress Lecturer Pool 186,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P241,Stress Lecturer Pool 187,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P242,Stress Lecturer Pool 188,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P243,Stress Lecturer Pool 189,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P244,Stress Lecturer Pool 190,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P245,Stress Lecturer Pool 191,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P246,Stress Lecturer Pool 192,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P247,Stress Lecturer Pool 193,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P248,Stress Lecturer Pool 194,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P249,Stress Lecturer Pool 195,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P250,Stress Lecturer Pool 196,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P251,Stress Lecturer Pool 197,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P252,Stress Lecturer Pool 198,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P253,Stress Lecturer Pool 199,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P254,Stress Lecturer Pool 200,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
